utterance,category
could i check in which situations can i ask to be reimbursed,REFUND
I'm trying to list the damn accepted payment options,PAYMENT
need to change order 370795561790,ORDER
want help to see what options for delivery I can choose,DELIVERY
I'm trying to check the ETA of order 00004587345,ORDER
could you help me check my refund status ?,REFUND
i need assistance to cancel the last order i made,ORDER
I'd like to change several products of pucrhase 00123842,ORDER
i try to see what  shipment methods ya offer,DELIVERY
where to purchase some articles,ORDER
how could i see the accepted payment options,PAYMENT
need assisance reporting damn payment issues,PAYMENT
wanna se the payment options,PAYMENT
what d I have to do to send some feedback?,FEEDBACK
would it be possible to change an item of order 00004587345,ORDER
assistanceto list ur accepted payment options,PAYMENT
i have got to see the early exit penalty,CANCELLATION_FEE
could i switch some goddamn items of order 732201349959,ORDER
I need assitsance to cancel the fucking purchase I have made,ORDER
can i check the fucking compensation status,REFUND
i have to list ur allowed payment options help me,PAYMENT
want help to see in what cases can i as for reimbursements,REFUND
is it possible to make a reclamation against ur organization,FEEDBACK
will ya sho me the goddamn withdrawal penalty,CANCELLATION_FEE
need help tol purchase a few of ur product,ORDER
show me order  00004587345 status,ORDER
want help informing of problems with online payment,PAYMENT
i need assistance to notify of an error with payment,PAYMENT
could uhelp me to file a customer claim against ur business,FEEDBACK
i want help canceling an order,ORDER
i dont know what to do to request a goddamn refund of money,REFUND
wanna see in which cases can i request my money back,REFUND
i need help to list ur payment modalities,PAYMENT
where could i ask for damn refunds of money,REFUND
how to write an opinion for your services?,FEEDBACK
assistance to earn some of urarticle,ORDER
need to buy some damn items,ORDER
i need help tracking the fucking restitution,REFUND
could uhelp me filing a fucking complaint against ur company,FEEDBACK
want help acquiring a few of your article,ORDER
assistance filing a reclamation against ur organization,FEEDBACK
help checking the goddamn compensation current status,REFUND
can I check how long it takes for the parcel to arrive?,DELIVERY
i need help to get rebates of my money,REFUND
how can i know if there is anything new on my bloody rebate,REFUND
is it possible to place a  goddamn order from Valencia,DELIVERY
could uhelp me to see ur bloody money back policy,REFUND
howw do i lodge a consumer claim against ur company,FEEDBACK
coould I see the current status of order 113542617735902?,ORDER
I'm calling to send my bloody feedback about a product,FEEDBACK
i dont know how to check the fucking termination penalty,CANCELLATION_FEE
want assistance to get a fucking rebate,REFUND
i need assitsance seeing my damn restitution status,REFUND
i havegot to shop some items,ORDER
where can i check the terminaqtion charge,CANCELLATION_FEE
i need information about cancelling an order,ORDER
I'd like to set my goddamn shipping addrses up,SHIPPING_ADDRESS
help seeing the eta of the puchase 732201349959,ORDER
wanna see what damn options for delivery i have,DELIVERY
can you help me to see your accepted payment modalitise?,PAYMENT
i dont know how to cancel the fucking order i havbe made,ORDER
i have got to track my goddamn reimbusrement help me,REFUND
i awnt help to see the goddamn eta of the order 732201349959,ORDER
could i check in which cases can i ask for my money back,REFUND
need to modify my delivery address can i get some help,SHIPPING_ADDRESS
see in which cases can i ask  for the damn reimbursements,REFUND
ineed help to change a product of order 00004587345,ORDER
i have got to file a claim how can i do it,FEEDBACK
I am waiting for a reimbursement of 160 dollars,REFUND
"I cannot make a payyment, how could I inform of an error?",PAYMENT
i want assistance solving troubles with online payments,PAYMENT
i want assistance checking the termination charge,CANCELLATION_FEE
can i check the eta of purchase 113542617735902,ORDER
want assistance checking ur money back policy,REFUND
want assistance leaving a review for your products,FEEDBACK
i want assistance editing purchase 370795561790,ORDER
need to see if there is anything wrong with my reimbursement,REFUND
need help seeing the damn accepted payment modalities,PAYMENT
I  want help modifying my goddamn shipping address,SHIPPING_ADDRESS
want assistance seeing in what cases can i ask for a refund,REFUND
want assistance to lodge a bloody consumer claim,FEEDBACK
i need assistance earning some of ur article,ORDER
need assistance to see how soon can i expect my item,DELIVERY
i try to acquire some products,ORDER
I'm trying to shop several articles,ORDER
can uhelp me to inform of issues with payments,PAYMENT
can ya help me checking how soon can i expect the delivery,DELIVERY
i need assistance to file a damn consumer reclamation,FEEDBACK
can i see if there are any news on my rebate,REFUND
need assistance canceling the order i have made,ORDER
i do not know how to know if there are any news on my refund,REFUND
how can i file a customer claim against ur company,FEEDBACK
i do not know how to file a customer reclamation,FEEDBACK
i have got to write an opinion about a product how to do it,FEEDBACK
need help asking for my bloody money back,REFUND
could i check in whatcases can i request a fucking refund,REFUND
how do i file a bloody customer complaint against ur company,FEEDBACK
there are troubles correcting my fucking delivery address,SHIPPING_ADDRESS
is there an e-mail to leave a bloody review for ur company,FEEDBACK
I need to report troubles with online paymentg,PAYMENT
i want assistance to cancel the orer i have made,ORDER
I am trying to modify my bloody delivery address,SHIPPING_ADDRESS
I do not know how I could see the termination fees,CANCELLATION_FEE
where could i get information about an address modification,SHIPPING_ADDRESS
where to buy somearticles,ORDER
how to see purchase 00123842 status ?,ORDER
assistance submitting feedback about ur products,FEEDBACK
need help to see if there is anything wrong with my rebate,REFUND
do uhave an e-mail to leave feedback about ur services,FEEDBACK
i have got to check the termination fee could uhelp me,CANCELLATION_FEE
want help to se your available payment modalities,PAYMENT
need to see how long reimbursements take,REFUND
is there an address to leave a review,FEEDBACK
were can i get a reimbursement of my money,REFUND
i have ti modify purchase 00123842,ORDER
need assistance to see my rebate current status,REFUND
how could I obtain a restitution of money?,REFUND
I do no know how I could see the goddamn payment methods,PAYMENT
help making a customer complaint against ur organization,FEEDBACK
"I am not happy with your service, need help to make a claim",FEEDBACK
i try to cancel a purchase i made,ORDER
helo making a consumer complaint against ur organization,FEEDBACK
there is a trouble modifying my delivery addres,SHIPPING_ADDRESS
I need help receiving a reufnd of my money,REFUND
I'm trying to shop some of ur artilce,ORDER
I'm calling to see what bloody shipping methods i can choose,DELIVERY
i have to infor of a bloody problem with payments,PAYMENT
i dont know how to check the early exit fee,CANCELLATION_FEE
can uhelp me inform of damn troubles with payment,PAYMENT
i have problems with canceling the last purchase i made,ORDER
I cannot track my bloodycompensation,REFUND
want assistance to deamnd restitutions of money,REFUND
want assistance to check the goddamn termination penalties,CANCELLATION_FEE
i have to send damn feedback for a service how can i do it,FEEDBACK
is their a section to submit some feedback about ur company,FEEDBACK
need to update the shipping address how do i do it,SHIPPING_ADDRESS
would it be possible to see how long refunds usually take,REFUND
wanna check the status of the refund,REFUND
I'd like information about updating the delivery address,SHIPPING_ADDRESS
wanna know more about a fucking delivery address update,SHIPPING_ADDRESS
could uhelp me checking the bloody withdrawal charge,CANCELLATION_FEE
where to cancel the purchase i made,ORDER
need help seeing when my delivery is gonna arrive,DELIVERY
support entering a damn new delivery address,SHIPPING_ADDRESS
delete item from order370795561790,ORDER
i dont know what i have to do to see the termination fees,CANCELLATION_FEE
how can I check how soon can I expect the delivery?,DELIVERY
i try to see the goddamn shipping options,DELIVERY
where to see the fucking ETA of purchase 00004587345?,ORDER
will ushow me the damn withdrwaal fee,CANCELLATION_FEE
i dont know what to do to set up my delivery address,SHIPPING_ADDRESS
help me to see ur goddamn available payment modalities,PAYMENT
I need assistance solving a bloody issue with payments,PAYMENT
i deo not know how i could acquire several bloody articles,ORDER
could you help me seeing what methods for delivery I hae?,DELIVERY
wanna leave some feedback about a product can ya help me,FEEDBACK
could ya help me notifying of problems with online payments,PAYMENT
how do i shop a few of ur product,ORDER
problem with changingorder 370795561790,ORDER
need help to see in whatsituations can i ask for refunds,REFUND
help me seeing my damn refund current status,REFUND
i dont know how to see if there are any news on the rebate,REFUND
i do not know what to do to cancel order 732201349959,ORDER
i dont know what i need to do to order some of ur item,ORDER
i have troubles trying to update my damn shipping address,SHIPPING_ADDRESS
could uhelp me notify of a goddamn payment error,PAYMENT
